0_Absolute energy,0_Average power,0_ECDF Percentile Count_0,0_ECDF Percentile Count_1,0_ECDF Percentile_0,0_ECDF Percentile_1,0_ECDF_0,0_ECDF_1,0_ECDF_2,0_ECDF_3,0_ECDF_4,0_ECDF_5,0_ECDF_6,0_ECDF_7,0_ECDF_8,0_ECDF_9,0_Entropy,0_Histogram mode,0_Interquartile range,0_Kurtosis,0_Max,0_Mean,0_Mean absolute deviation,0_Median,0_Median absolute deviation,0_Min,0_Peak to peak distance,0_Root mean square,0_Skewness,0_Standard deviation,0_Variance,label,filename
484.80611203866766,303.01565657325216,5120.0,20480.0,-0.03312518075108528,0.042615193873643875,3.90625e-05,7.8125e-05,0.0001171875,0.00015625,0.0001953125,0.000234375,0.0002734375,0.0003125,0.0003515625,0.000390625,0.9999893299962812,-0.018640360236167997,0.04387105396017432,6.864501050303385,0.7842902541160583,-0.00034107143094790684,0.07503961606190408,0.0004781640163855627,0.02197887934744358,-1.0,1.7842902541160583,0.13761445691318358,-0.6989212462233338,0.13761403424719967,0.018937622421789445,0,buka1.wav
962.7453360684652,317.77050803703855,9695.0,38780.0,-0.09693251550197601,0.09781598299741745,2.0628764749566797e-05,4.1257529499133594e-05,6.18862942487004e-05,8.251505899826719e-05,0.00010314382374783398,0.0001237725884974008,0.00014440135324696757,0.00016503011799653437,0.00018565888274610115,0.00020628764749566796,0.9999363840805038,-0.03772639036178588,0.1546641904860735,3.333170981501137,1.0,0.0004517961621701128,0.10246582603258915,-0.0003828798362519592,0.07735265968949534,-0.8867752552032471,1.886775255203247,0.14092638876909816,0.06463578628120274,0.14092566456017458,0.019860042931726846,0,buka10.wav
1110.563325393277,723.0524193811773,4915.0,19660.0,-0.06333702802658081,0.06338374316692352,4.0690104166666664e-05,8.138020833333333e-05,0.0001220703125,0.00016276041666666666,0.00020345052083333334,0.000244140625,0.0002848307291666667,0.0003255208333333333,0.0003662109375,0.0004069010416666667,0.9999888405323866,-0.0647793084383011,0.07369101606309414,3.2545954320782178,1.0,-0.00015959813588448113,0.12295069124152948,-0.0001901501091197133,0.03683062258642167,-0.9359623789787292,1.9359623789787292,0.21257689760162596,0.04248404877089938,0.2125768376902037,0.0451889119223672,0,buka100.wav
536.3517836153682,294.06258910481756,5836.0,23347.0,-0.032422203570604324,0.041743796318769455,3.426535087719298e-05,6.853070175438596e-05,0.00010279605263157894,0.00013706140350877192,0.0001713267543859649,0.00020559210526315788,0.00023985745614035086,0.00027412280701754384,0.0003083881578947368,0.0003426535087719298,0.9999630385168693,-0.021006539463996887,0.04290651250630617,6.910896966365037,0.7799881100654602,-0.0003287608595758234,0.07384149065541507,0.0004655976372305304,0.021454193629324436,-1.0,1.7799881100654602,0.13556652263442062,-0.7015022744720114,0.1355661239966906,0.01837817397548609,0,buka11.wav
913.9082530039428,236.33138926612716,12374.0,49499.0,-0.07149068266153336,0.07109060883522034,1.6161877363674564e-05,3.232375472734913e-05,4.8485632091023695e-05,6.464750945469826e-05,8.080938681837282e-05,9.697126418204739e-05,0.00011313314154572195,0.0001292950189093965,0.00014545689627307108,0.00016161877363674563,0.9999289232789818,0.0750375598669053,0.11289435718208551,5.929385139731471,0.9546137452125549,-0.00013473588783632687,0.08175673071327869,-2.740886247920571e-05,0.05642838593757915,-1.0,1.954613745212555,0.1215338352340606,0.039500489465131426,0.12153376054800707,0.014770454952940321,0,buka12.wav
415.6094467624136,282.3553627531153,4710.0,18841.0,-0.032374441623687744,0.03409123420715332,4.245923913043478e-05,8.491847826086956e-05,0.00012737771739130434,0.00016983695652173913,0.0002122961956521739,0.0002547554347826087,0.0002972146739130435,0.00033967391304347825,0.00038213315217391306,0.0004245923913043478,1.0,0.06244997680187225,0.038545374758541584,9.525987176451782,0.9317272305488586,-0.00033656255812943193,0.06928148659638982,3.4015372875728644e-05,0.019229815088692703,-1.0,1.9317272305488586,0.1328399822529084,-0.1352991297725908,0.1328395558958155,0.01764634761059749,0,buka13.wav
392.23740617842986,266.4769436055742,4710.0,18841.0,-0.04147355630993843,0.03777259215712547,4.245923913043478e-05,8.491847826086956e-05,0.00012737771739130434,0.00016983695652173913,0.0002122961956521739,0.0002547554347826087,0.0002972146739130435,0.00033967391304347825,0.00038213315217391306,0.0004245923913043478,0.9999883061085817,0.007934233546256997,0.04563869209960103,9.975555729808766,1.0,-0.0003497269318532173,0.06897547014546929,-0.00033509825880173594,0.022819885052740574,-0.8037559390068054,1.8037559390068054,0.12905077227522285,0.3592249700297511,0.12905029839525584,0.016653979515904572,0,buka14.wav
484.93008911571,303.093145273306,5120.0,20480.0,-0.03310410678386688,0.04262666404247284,3.90625e-05,7.8125e-05,0.0001171875,0.00015625,0.0001953125,0.000234375,0.0002734375,0.0003125,0.0003515625,0.000390625,0.9999893299962812,-0.018599480390548706,0.0438704495318234,6.86453138038452,0.7843645811080933,-0.00032929864898645464,0.07504889333009719,0.0005187900387682021,0.02197039738530293,-1.0,1.7843645811080933,0.1376320515217383,-0.6989385360237416,0.13763165758095847,0.0189424731684822,0,buka15.wav
418.86105008080483,256.6648845809382,5222.0,20889.0,-0.03301464393734932,0.042068470269441605,3.829656862745098e-05,7.659313725490196e-05,0.00011488970588235294,0.00015318627450980392,0.0001914828431372549,0.00022977941176470588,0.0002680759803921569,0.00030637254901960784,0.00034466911764705885,0.0003829656862745098,0.9999686787417337,-0.03948262333869934,0.038814148399978876,5.7768082835473376,0.7463952302932739,-0.0001915833934423885,0.07086175498526626,3.4889189919340424e-05,0.01928479784874071,-1.0,1.746395230293274,0.12665283632744165,-0.30284534384786277,0.12665269142655075,0.016040904245589082,0,buka16.wav
560.9931820390208,161.20783262314933,11136.0,44544.0,-0.055558934807777405,0.05762287974357605,1.795977011494253e-05,3.591954022988506e-05,5.3879310344827585e-05,7.183908045977011e-05,8.979885057471264e-05,0.00010775862068965517,0.0001257183908045977,0.00014367816091954023,0.00016163793103448276,0.00017959770114942528,0.9999544309130296,-0.046299198269843966,0.08947752881795168,8.85207195212459,0.7340014576911926,-3.7690005395779154e-05,0.06551723416837639,0.0010036823223344982,0.0447611678391695,-1.0,1.7340014576911926,0.10037583666137444,-0.5935867720389518,0.10037582958528617,0.010075307164934409,0,buka17.wav
